	GZMK40	Cytotoxic2	Exhausted5	IFNG6	TLS9	TcellInflamedGEP18	KoreaResponderNetwork30	IMCISION_DysfunctionalTrajectory238	IMCISION_SharedTrajectory84
GZMK40	1.0000000000000004	0.8396386222473179	0.7605872388481086	0.6544325239977414	0.0231507622811971	0.5855448898927162	0.9028797289666854	0.6487859966120839	0.6261998870694523
Cytotoxic2	0.8396386222473179	1.0000000000000002	0.6860530773574254	0.6849237718802937	0.023150762281197074	0.7402597402597404	0.8068887634105028	0.6058723884810844	0.6510446075663469
Exhausted5	0.7605872388481086	0.6860530773574254	1.0000000000000004	0.3359683794466404	0.00621118012422361	0.36194240542066636	0.687182382834557	0.7617165443252403	0.8057594579333712
IFNG6	0.6544325239977414	0.6849237718802937	0.3359683794466404	1.0000000000000004	0.16770186335403736	0.9209486166007907	0.6679841897233202	0.45680406549971775	0.3404856013551666
TLS9	0.0231507622811971	0.023150762281197074	0.00621118012422361	0.16770186335403736	1.0000000000000004	0.049124788255223074	0.08074534161490685	-0.22755505364201017	-0.2614342179559572
TcellInflamedGEP18	0.5855448898927162	0.7402597402597404	0.36194240542066636	0.9209486166007907	0.049124788255223074	1.0000000000000004	0.575381140598532	0.5177865612648221	0.45454545454545453
KoreaResponderNetwork30	0.9028797289666854	0.8068887634105028	0.687182382834557	0.6679841897233202	0.08074534161490685	0.575381140598532	1.0000000000000004	0.6442687747035575	0.5765104460756635
IMCISION_DysfunctionalTrajectory238	0.6487859966120839	0.6058723884810844	0.7617165443252403	0.45680406549971775	-0.22755505364201017	0.5177865612648221	0.6442687747035575	1.0000000000000004	0.8915866741953697
IMCISION_SharedTrajectory84	0.6261998870694523	0.6510446075663469	0.8057594579333712	0.3404856013551666	-0.2614342179559572	0.45454545454545453	0.5765104460756635	0.8915866741953697	1.0000000000000004
