	GZMK40	CYT2	EXH5	IFNG6	TLS9	GEP18	Korea30	Dysf238
GZMK40	1.0	0.8426076766983912	0.9496889498604326	0.791448741032896	0.8845160860079835	0.9230520068211919	0.9437156439642936	0.9017214934217425
CYT2	0.8426076766983912	1.0	0.85428753798813	0.8477997846942377	0.7061076338277744	0.9001305172101712	0.9248525727133291	0.8657863900082883
EXH5	0.9496889498604326	0.85428753798813	1.0	0.8482284908590321	0.867482161060143	0.9488696447454917	0.9259386283308084	0.9089142301866308
IFNG6	0.791448741032896	0.8477997846942377	0.8482284908590321	1.0	0.6608553164327838	0.936551487610392	0.8315851648613376	0.8479522135528313
TLS9	0.8845160860079835	0.7061076338277744	0.867482161060143	0.6608553164327838	1.0	0.8063962959787365	0.8388064820372124	0.8355006811664621
GEP18	0.9230520068211919	0.9001305172101712	0.9488696447454917	0.936551487610392	0.8063962959787365	1.0	0.9420960873417358	0.9067802261663189
Korea30	0.9437156439642936	0.9248525727133291	0.9259386283308084	0.8315851648613376	0.8388064820372124	0.9420960873417358	1.0	0.8949574628216489
Dysf238	0.9017214934217425	0.8657863900082883	0.9089142301866308	0.8479522135528313	0.8355006811664621	0.9067802261663189	0.8949574628216489	1.0
